機關名稱,OID,電話,地址,DN,,,,,,,,,
雲林縣麥寮鄉清潔隊,2.16.886.101.90012.90013.20002.20003,05-6932704,雲林縣麥寮鄉中興路117號,ou=清潔隊,o=鄉公所,l=麥寮鄉,l=雲林縣,c=TW,,,,,
雲林縣麥寮鄉立托兒所,2.16.886.101.90012.90013.20002.20004,05-6937131,雲林縣麥寮鄉中興路105號,ou=鄉立托兒所,o=鄉公所,l=麥寮鄉,l=雲林縣,c=TW,,,,,
雲林縣東勢鄉公所,2.16.886.101.90012.90014.20002,05-6991528,雲林縣東勢鄉東南村所前街3號,o=鄉公所,l=東勢鄉,l=雲林縣,c=TW,,,,,,
雲林縣東勢鄉東勢公有零售市場,2.16.886.101.90012.90014.20002.20001,05-6991528,雲林縣東勢鄉所前街3號,ou=東勢公有零售市場,o=鄉公所,l=東勢鄉,l=雲林縣,c=TW,,,,,
雲林縣東勢鄉清潔隊,2.16.886.101.90012.90014.20002.20002,05-6991528,雲林縣東勢鄉所前街3號,ou=清潔隊,o=鄉公所,l=東勢鄉,l=雲林縣,c=TW,,,,,
雲林縣東勢鄉立圖書館,2.16.886.101.90012.90014.20002.20003,05-6991528,雲林縣東勢鄉所前街3號,ou=鄉立圖書館,o=鄉公所,l=東勢鄉,l=雲林縣,c=TW,,,,,
雲林縣東勢鄉立托兒所,2.16.886.101.90012.90014.20002.20004,05-6991528,雲林縣東勢鄉月眉村中山路9號,ou=鄉立托兒所,o=鄉公所,l=東勢鄉,l=雲林縣,c=TW,,,,,
雲林縣褒忠鄉公所,2.16.886.101.90012.90015.20002,05-6972005,雲林縣褒忠鄉中民村中正路451號,o=鄉公所,l=褒忠鄉,l=雲林縣,c=TW,,,,,,
雲林縣褒忠鄉褒忠公有零售市場,2.16.886.101.90012.90015.20002.20001,05-6972005,雲林縣褒忠鄉中正路公有0售市場,ou=褒忠公有零售市場,o=鄉公所,l=褒忠鄉,l=雲林縣,c=TW,,,,,
雲林縣褒忠鄉清潔隊,2.16.886.101.90012.90015.20002.20002,05-69744836,雲林縣褒忠鄉有才村北興46號,ou=清潔隊,o=鄉公所,l=褒忠鄉,l=雲林縣,c=TW,,,,,
雲林縣褒忠鄉立托兒所,2.16.886.101.90012.90015.20002.20003,05-6975482,雲林縣褒忠鄉埔姜村中勝路72-1號,ou=鄉立托兒所,o=鄉公所,l=褒忠鄉,l=雲林縣,c=TW,,,,,
雲林縣臺西鄉公所,2.16.886.101.90012.90016.20002,05-6984187,雲林縣台西鄉台西村中山路293號,o=鄉公所,l=臺西鄉,l=雲林縣,c=TW,,,,,,
雲林縣臺西鄉臺西公有零售市場,2.16.886.101.90012.90016.20002.20001,05-6982004,雲林縣台西鄉台西村中山路293號,ou=臺西公有零售市場,o=鄉公所,l=臺西鄉,l=雲林縣,c=TW,,,,,
雲林縣臺西鄉清潔隊,2.16.886.101.90012.90016.20002.20002,05-6981781,雲林縣台西鄉中山路293號,ou=清潔隊,o=鄉公所,l=臺西鄉,l=雲林縣,c=TW,,,,,
雲林縣臺西鄉立托兒所,2.16.886.101.90012.90016.20002.20003,05-6982993,雲林縣台西鄉五港村中央路416號,ou=鄉立托兒所,o=鄉公所,l=臺西鄉,l=雲林縣,c=TW,,,,,
雲林縣元長鄉公所,2.16.886.101.90012.90017.20002,05-7882221,雲林縣元長鄉長南村仁愛街2號,o=鄉公所,l=元長鄉,l=雲林縣,c=TW,,,,,,
雲林縣元長鄉元長公有零售市場,2.16.886.101.90012.90017.20002.20001,05-7882221,雲林縣元長鄉長南村仁愛街2號,ou=元長公有零售市場,o=鄉公所,l=元長鄉,l=雲林縣,c=TW,,,,,
雲林縣元長鄉清潔隊,2.16.886.101.90012.90017.20002.20002,05-7882221,雲林縣元長鄉長南村仁愛街2號,ou=清潔隊,o=鄉公所,l=元長鄉,l=雲林縣,c=TW,,,,,
雲林縣元長鄉立圖書館,2.16.886.101.90012.90017.20002.20003,05-7886040,雲林縣元長鄉長南村仁愛街2號,ou=鄉立圖書館,o=鄉公所,l=元長鄉,l=雲林縣,c=TW,,,,,
雲林縣元長鄉立托兒所,2.16.886.101.90012.90017.20002.20004,05-7882221,雲林縣元長鄉長南村仁愛街2號,ou=鄉立托兒所,o=鄉公所,l=元長鄉,l=雲林縣,c=TW,,,,,
雲林縣四湖鄉公所,2.16.886.101.90012.90018.20002,05-7872001,雲林縣四湖鄉湖西村中山西路44號,o=鄉公所,l=四湖鄉,l=雲林縣,c=TW,,,,,,
雲林縣四湖鄉四湖公有零售市場,2.16.886.101.90012.90018.20002.20001,05-7871643,雲林縣四湖鄉中山西路44號,ou=四湖公有零售市場,o=鄉公所,l=四湖鄉,l=雲林縣,c=TW,,,,,
雲林縣四湖鄉立圖書館,2.16.886.101.90012.90018.20002.20002,05-7872174,雲林縣四湖鄉中山西路44號,ou=鄉立圖書館,o=鄉公所,l=四湖鄉,l=雲林縣,c=TW,,,,,
雲林縣四湖鄉立托兒所,2.16.886.101.90012.90018.20002.20003,05-7873623,雲林縣四湖鄉羊稠村中洋南路10號,ou=鄉立托兒所,o=鄉公所,l=四湖鄉,l=雲林縣,c=TW,,,,,
雲林縣口湖鄉公所,2.16.886.101.90012.90019.20002,05-7892001,雲林縣口湖鄉湖東村中正路1段118號,o=鄉公所,l=口湖鄉,l=雲林縣,c=TW,,,,,,
雲林縣口湖鄉立鄭豐喜紀念圖書館,2.16.886.101.90012.90019.20002.20001,05-7894134,雲林縣口湖鄉湖東村400號,ou=鄉立鄭豐喜紀念圖書館,o=鄉公所,l=口湖鄉,l=雲林縣,c=TW,,,,,
雲林縣口湖鄉立托兒所,2.16.886.101.90012.90019.20002.20002,05-7893386,雲林縣口湖鄉湖東村300號,ou=鄉立托兒所,o=鄉公所,l=口湖鄉,l=雲林縣,c=TW,,,,,
雲林縣水林鄉公所,2.16.886.101.90012.90020.20002,05-7850001,雲林縣水林鄉水北村水林路12 號,o=鄉公所,l=水林鄉,l=雲林縣,c=TW,,,,,,
雲林縣水林鄉水林公有零售市場,2.16.886.101.90012.90020.20002.20001,05_7852387,雲林縣水林鄉水林路12號,ou=水林公有零售市場,o=鄉公所,l=水林鄉,l=雲林縣,c=TW,,,,,
雲林縣水林鄉立圖書館,2.16.886.101.90012.90020.20002.20002,05-7856413,雲林縣水林鄉水北村文化路號,ou=鄉立圖書館,o=鄉公所,l=水林鄉,l=雲林縣,c=TW,,,,,
雲林縣水林鄉立托兒所,2.16.886.101.90012.90020.20002.20003,05-7855859,雲林縣水林鄉水林路12號,ou=鄉立托兒所,o=鄉公所,l=水林鄉,l=雲林縣,c=TW,,,,,
嘉義縣政府,2.16.886.101.90013.20002,05-3620123-385,嘉義縣太保市祥和新村祥和一路東段1號,o=縣政府,l=嘉義縣,c=TW,,,,,,,
嘉義縣警察局,2.16.886.101.90013.20002.20002,05-3620222,嘉義縣太保市安仁里祥和一路東段3號,ou=警察局,o=縣政府,l=嘉義縣,c=TW,,,,,,
嘉義縣警察局保安警察隊,2.16.886.101.90013.20002.20002.20001,,嘉義縣太保市安仁里祥和一路東段3號,ou=保安警察隊,ou=警察局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣警察局交通警察隊,2.16.886.101.90013.20002.20002.20003,,嘉義縣太保市安仁里祥和一路東段3號,ou=交通警察隊,ou=警察局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣警察局少年警察隊,2.16.886.101.90013.20002.20002.20005,,嘉義縣太保市安仁里祥和一路東段3號,ou=少年警察隊,ou=警察局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣警察局朴子分局,2.16.886.101.90013.20002.20002.20006,05-3793584,嘉義縣朴子市光復路33號,ou=朴子分局,ou=警察局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣警察局布袋分局,2.16.886.101.90013.20002.20002.20007,05-3472047,嘉義縣布袋鎮光復里自由路1號,ou=布袋分局,ou=警察局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣警察局民雄分局,2.16.886.101.90013.20002.20002.20008,05-2261109,嘉義縣民雄鄉民族路21號,ou=民雄分局,ou=警察局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣警察局水上分局,2.16.886.101.90013.20002.20002.20009,,嘉義縣水上鄉中興路528號,ou=水上分局,ou=警察局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣警察局中埔分局,2.16.886.101.90013.20002.20002.20010,,嘉義縣中埔鄉中正路66號,ou=中埔分局,ou=警察局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣警察局竹崎分局,2.16.886.101.90013.20002.20002.20011,,嘉義縣竹崎鄉竹崎村中山路72號,ou=竹崎分局,ou=警察局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣警察局民防管制中心,2.16.886.101.90013.20002.20002.20016,,嘉義縣太保市安仁里祥和一路東段3號,ou=民防管制中心,ou=警察局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣衛生局,2.16.886.101.90013.20002.20003,05-3620600,嘉義縣太保市祥和二路東段3號,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,,
嘉義縣立慢性病防治所,2.16.886.101.90013.20002.20003.20001,05-3620568,嘉義縣太保市祥和二路東段3號,ou=縣立慢性病防治所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣環境保護局,2.16.886.101.90013.20002.20004,05-3620826,嘉義縣朴子市祥和新村祥和二路西段2之1號,ou=環境保護局,o=縣政府,l=嘉義縣,c=TW,,,,,,
嘉義縣布袋鎮衛生所,2.16.886.101.90013.20002.20003.20002,05-3472032,嘉義縣布袋鎮新厝里21號,ou=布袋鎮衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣大林鎮衛生所,2.16.886.101.90013.20002.20003.20003,05-2652042,嘉義縣大林鎮中山路252號,ou=大林鎮衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣民雄鄉衛生所,2.16.886.101.90013.20002.20003.20004,05-2262018,嘉義縣民雄鄉中樂村文化路7之2號,ou=民雄鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣溪口鄉衛生所,2.16.886.101.90013.20002.20003.20005,05-2691046,嘉義縣溪口鄉溪北村中山路1號,ou=溪口鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣新港鄉衛生所,2.16.886.101.90013.20002.20003.20006,05-3742025,嘉義縣新港鄉宮前村中山路167號,ou=新港鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣六腳鄉衛生所,2.16.886.101.90013.20002.20003.20007,05-3800616,嘉義縣6腳鄉蒜頭村73之1號,ou=六腳鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣東石鄉衛生所,2.16.886.101.90013.20002.20003.20008,05-3732340,嘉義縣東石鄉東石村3之7號,ou=東石鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣義竹鄉衛生所,2.16.886.101.90013.20002.20003.20009,05-3415555,嘉義縣義竹鄉仁里村422-1號,ou=義竹鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣鹿草鄉衛生所,2.16.886.101.90013.20002.20003.20010,05-3752080,嘉義縣鹿草鄉西井村287號,ou=鹿草鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣水上鄉衛生所,2.16.886.101.90013.20002.20003.20011,05-2682059,嘉義縣水上鄉水上村正義路145號,ou=水上鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣中埔鄉衛生所,2.16.886.101.90013.20002.20003.20012,05-2531008,嘉義縣中埔鄉中埔村130之1號,ou=中埔鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣竹崎鄉衛生所,2.16.886.101.90013.20002.20003.20013,05-2611264,嘉義縣竹崎鄉文化路19之1號,ou=竹崎鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣梅山鄉衛生所,2.16.886.101.90013.20002.20003.20014,05-2621049,嘉義縣梅山鄉梅北村華山路18號,ou=梅山鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣番路鄉衛生所,2.16.886.101.90013.20002.20003.20015,05-2591148,嘉義縣番路鄉下坑村菜公店60號,ou=番路鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣大埔鄉衛生所,2.16.886.101.90013.20002.20003.20016,05-2521214,嘉義縣大埔鄉大埔村53之1號,ou=大埔鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣阿里山鄉衛生所,2.16.886.101.90013.20002.20003.20017,05-2511007,嘉義縣阿里山鄉達邦村4鄰85號,ou=阿里山鄉衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣太保市衛生所,2.16.886.101.90013.20002.20003.20018,05-3711273,嘉義縣太保市後潭里443號,ou=太保市衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣朴子市衛生所,2.16.886.101.90013.20002.20003.20019,05-3792037,嘉義縣朴子市光復路40號,ou=朴子市衛生所,ou=衛生局,o=縣政府,l=嘉義縣,c=TW,,,,,
嘉義縣水上地政事務所,2.16.886.101.90013.20002.20005,05-2680681,嘉義縣水上鄉嘉朴路33號,ou=水上地政事務所,o=縣政府,l=嘉義縣,c=TW,,,,,,
嘉義縣竹崎地政事務所,2.16.886.101.90013.20002.20006,05-2614835,嘉義縣竹崎鄉和平村坑仔坪163號,ou=竹崎地政事務所,o=縣政府,l=嘉義縣,c=TW,,,,,,
嘉義縣消防局,2.16.886.101.90013.20002.20025,05-3620233,嘉義縣太保市祥和新村祥和二路東段6號,ou=消防局,o=縣政府,l=嘉義縣,c=TW,,,,,,
嘉義縣家畜疾病防治所,2.16.886.101.90013.20002.20026,05-3620025,嘉義縣太保市祥和新村太保一路1號,ou=家畜疾病防治所,o=縣政府,l=嘉義縣,c=TW,,,,,,
嘉義縣政府文化局,2.16.886.101.90013.20002.20028,05-3799978,嘉義縣朴子市山通路7號,ou=文化局,o=縣政府,l=嘉義縣,c=TW,,,,,,
嘉義縣公共汽車管理處,2.16.886.101.90013.20002.20029,05-2237020,嘉義市大雅路2段635號,ou=公共汽車管理處,o=縣政府,l=嘉義縣,c=TW,,,,,,
嘉義縣布袋鎮公所,2.16.886.101.90013.90001.20002,05-3475979,嘉義縣布袋鎮興中里自由路2號,o=鎮公所,l=布袋鎮,l=嘉義縣,c=TW,,,,,,
嘉義縣布袋鎮立托兒所,2.16.886.101.90013.90001.20002.20001,05-3475979,嘉義縣布袋鎮興中里自由路2號,ou=鎮立托兒所,o=鎮公所,l=布袋鎮,l=嘉義縣,c=TW,,,,,
嘉義縣大林鎮公所,2.16.886.101.90013.90002.20002,05-2653211,嘉義縣大林鎮三和里中興路2段239號,o=鎮公所,l=大林鎮,l=嘉義縣,c=TW,,,,,,
嘉義縣大林鎮清潔隊,2.16.886.101.90013.90002.20002.20001,05-2641671,嘉義縣大林鎮中興路2段239號,ou=清潔隊,o=鎮公所,l=大林鎮,l=嘉義縣,c=TW,,,,,
嘉義縣大林鎮立圖書館,2.16.886.101.90013.90002.20002.20002,05-2656018,嘉義縣大林鎮中正路467巷1-1號,ou=鎮立圖書館,o=鎮公所,l=大林鎮,l=嘉義縣,c=TW,,,,,
嘉義縣大林鎮立托兒所,2.16.886.101.90013.90002.20002.20003,05-2650519,嘉義縣大林鎮中興路2段239號,ou=鎮立托兒所,o=鎮公所,l=大林鎮,l=嘉義縣,c=TW,,,,,
嘉義縣民雄鄉公所,2.16.886.101.90013.90003.20002,05-2262101,嘉義縣民雄鄉文化路7號,o=鄉公所,l=民雄鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣民雄鄉清潔隊,2.16.886.101.90013.90003.20002.20002,05-2267214,嘉義縣民雄鄉文化路7號,ou=清潔隊,o=鄉公所,l=民雄鄉,l=嘉義縣,c=TW,,,,,
嘉義縣民雄鄉立圖書館,2.16.886.101.90013.90003.20002.20003,05-2262015,嘉義縣民雄鄉中樂村民族路43號之1,ou=鄉立圖書館,o=鄉公所,l=民雄鄉,l=嘉義縣,c=TW,,,,,
嘉義縣民雄鄉立托兒所,2.16.886.101.90013.90003.20002.20004,05-2062849,嘉義縣民雄鄉文化路7號,ou=鄉立托兒所,o=鄉公所,l=民雄鄉,l=嘉義縣,c=TW,,,,,
嘉義縣溪口鄉公所,2.16.886.101.90013.90004.20002,05-2695950,嘉義縣溪口鄉溪北村七鄰中山路後港89號,o=鄉公所,l=溪口鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣溪口鄉立托兒所,2.16.886.101.90013.90004.20002.20003,05-2695950,嘉義縣溪口鄉溪北村七鄰中山路後港89號,ou=鄉立托兒所,o=鄉公所,l=溪口鄉,l=嘉義縣,c=TW,,,,,
嘉義縣新港鄉公所,2.16.886.101.90013.90005.20002,05-3742104,嘉義縣新港鄉中山路155號,o=鄉公所,l=新港鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣新港鄉第一公有零售市場,2.16.886.101.90013.90005.20002.20001,05-3742104,嘉義縣新港鄉中山路155號,ou=第一公有零售市場,o=鄉公所,l=新港鄉,l=嘉義縣,c=TW,,,,,
嘉義縣新港鄉清潔隊,2.16.886.101.90013.90005.20002.20002,05-3742104,嘉義縣新港鄉中山路155號,ou=清潔隊,o=鄉公所,l=新港鄉,l=嘉義縣,c=TW,,,,,
嘉義縣新港鄉立圖書館,2.16.886.101.90013.90005.20002.20003,05-3742104,嘉義縣新港鄉中山路156號,ou=鄉立圖書館,o=鄉公所,l=新港鄉,l=嘉義縣,c=TW,,,,,
嘉義縣新港鄉立托兒所,2.16.886.101.90013.90005.20002.20004,05-3742104,嘉義縣新港鄉中山路155號,ou=鄉立托兒所,o=鄉公所,l=新港鄉,l=嘉義縣,c=TW,,,,,
嘉義縣六腳鄉公所,2.16.886.101.90013.90006.20002,05-3801121,嘉義縣6腳鄉蒜頭村73號,o=鄉公所,l=六腳鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣六腳鄉清潔隊,2.16.886.101.90013.90006.20002.20001,05-3801121,嘉義縣6腳鄉蒜頭村73號,ou=清潔隊,o=鄉公所,l=六腳鄉,l=嘉義縣,c=TW,,,,,
嘉義縣六腳鄉立托兒所,2.16.886.101.90013.90006.20002.20002,05-3801121,嘉義縣6腳鄉蒜頭村73號,ou=鄉立托兒所,o=鄉公所,l=六腳鄉,l=嘉義縣,c=TW,,,,,
嘉義縣東石鄉公所,2.16.886.101.90013.90007.20002,05-3732201,嘉義縣東石鄉東石村3號,o=鄉公所,l=東石鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣東石鄉立托兒所,2.16.886.101.90013.90007.20002.20001,05-3730843,嘉義縣東石鄉東石村511號,ou=鄉立托兒所,o=鄉公所,l=東石鄉,l=嘉義縣,c=TW,,,,,
嘉義縣義竹鄉公所,2.16.886.101.90013.90008.20002,05-3413517,嘉義縣義竹鄉仁里村389號,o=鄉公所,l=義竹鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣義竹鄉六桂公有零售市場,2.16.886.101.90013.90008.20002.20001,05-3413517,嘉義縣義竹鄉仁里村389號,ou=六桂公有零售市場,o=鄉公所,l=義竹鄉,l=嘉義縣,c=TW,,,,,
嘉義縣義竹鄉清潔隊,2.16.886.101.90013.90008.20002.20002,05-3413517,嘉義縣義竹鄉仁里村389號,ou=清潔隊,o=鄉公所,l=義竹鄉,l=嘉義縣,c=TW,,,,,
嘉義縣鹿草鄉公所,2.16.886.101.90013.90009.20002,05-3752711-28,嘉義縣鹿草鄉西井村287號,o=鄉公所,l=鹿草鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣鹿草鄉第一公有零售市場,2.16.886.101.90013.90009.20002.20001,05-3752711,嘉義縣鹿草鄉鹿草村160號,ou=第一公有零售市場,o=鄉公所,l=鹿草鄉,l=嘉義縣,c=TW,,,,,
嘉義縣鹿草鄉立圖書館,2.16.886.101.90013.90009.20002.20002,05-3752711,嘉義縣鹿草鄉西井村287號,ou=鄉立圖書館,o=鄉公所,l=鹿草鄉,l=嘉義縣,c=TW,,,,,
嘉義縣鹿草鄉立殯儀館,2.16.886.101.90013.90009.20002.20003,05-3751744,嘉義縣鹿草鄉豐稠村海豐52號,ou=鄉立殯儀館,o=鄉公所,l=鹿草鄉,l=嘉義縣,c=TW,,,,,
嘉義縣水上鄉公所,2.16.886.101.90013.90010.20002,05-2682406,嘉義縣水上鄉水上村正義路141號,o=鄉公所,l=水上鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣水上鄉水上公有零售市場,2.16.886.101.90013.90010.20002.20001,05-2683195,嘉義縣水上鄉水上村正義路141號,ou=水上公有零售市場,o=鄉公所,l=水上鄉,l=嘉義縣,c=TW,,,,,
嘉義縣水上鄉清潔隊,2.16.886.101.90013.90010.20002.20002,05-2680397,嘉義縣水上鄉水上村正義路141號,ou=清潔隊,o=鄉公所,l=水上鄉,l=嘉義縣,c=TW,,,,,
嘉義縣水上鄉立圖書館,2.16.886.101.90013.90010.20002.20003,05-2682406,嘉義縣水上鄉水上村正義路141號,ou=鄉立圖書館,o=鄉公所,l=水上鄉,l=嘉義縣,c=TW,,,,,
嘉義縣水上鄉立托兒所,2.16.886.101.90013.90010.20002.20004,05-2601011,嘉義縣水上鄉水上村正義路141號,ou=鄉立托兒所,o=鄉公所,l=水上鄉,l=嘉義縣,c=TW,,,,,
嘉義縣中埔鄉公所,2.16.886.101.90013.90011.20002,05-2533321,嘉義縣中埔鄉中埔村128號,o=鄉公所,l=中埔鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣中埔鄉清潔隊,2.16.886.101.90013.90011.20002.20001,05-2530353,嘉義縣中埔鄉中埔村中正路72號,ou=清潔隊,o=鄉公所,l=中埔鄉,l=嘉義縣,c=TW,,,,,
嘉義縣中埔鄉立圖書館,2.16.886.101.90013.90011.20002.20002,05-2534441,嘉義縣中埔鄉中埔村128號,ou=鄉立圖書館,o=鄉公所,l=中埔鄉,l=嘉義縣,c=TW,,,,,
嘉義縣中埔鄉立托兒所,2.16.886.101.90013.90011.20002.20003,05-2538588,嘉義縣中埔鄉隆興村1鄰5之6號,ou=鄉立托兒所,o=鄉公所,l=中埔鄉,l=嘉義縣,c=TW,,,,,
嘉義縣竹崎鄉公所,2.16.886.101.90013.90012.20002,05-2611010,嘉義縣竹崎鄉中山路59號,o=鄉公所,l=竹崎鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣竹崎鄉第一公有零售市場,2.16.886.101.90013.90012.20002.20001,05-2615701,嘉義縣竹崎鄉中山路192號,ou=第一公有零售市場,o=鄉公所,l=竹崎鄉,l=嘉義縣,c=TW,,,,,
嘉義縣竹崎鄉立托兒所,2.16.886.101.90013.90012.20002.20002,05-2615701,嘉義縣竹崎鄉中山路59號,ou=鄉立托兒所,o=鄉公所,l=竹崎鄉,l=嘉義縣,c=TW,,,,,
嘉義縣梅山鄉公所,2.16.886.101.90013.90013.20002,05-2622121,嘉義縣梅山鄉中山路282號,o=鄉公所,l=梅山鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣梅山鄉第二公有零售市場,2.16.886.101.90013.90013.20002.20001,05-2622121,嘉義縣中山路470之2號,ou=第二公有零售市場,o=鄉公所,l=梅山鄉,l=嘉義縣,c=TW,,,,,
嘉義縣梅山鄉立圖書館,2.16.886.101.90013.90013.20002.20002,05-2622121,嘉義縣梅山鄉中山路470之2號,ou=鄉立圖書館,o=鄉公所,l=梅山鄉,l=嘉義縣,c=TW,,,,,
嘉義縣梅山鄉立托兒所,2.16.886.101.90013.90013.20002.20003,05-2622121,嘉義縣梅山鄉中山路470之2號,ou=鄉立托兒所,o=鄉公所,l=梅山鄉,l=嘉義縣,c=TW,,,,,
嘉義縣番路鄉公所,2.16.886.101.90013.90014.20002,05-2591951,嘉義縣番路鄉下坑村菜公店101號,o=鄉公所,l=番路鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣番路鄉立托兒所,2.16.886.101.90013.90014.20002.20001,05-2591951,嘉義縣番路鄉下坑村菜公店101號,ou=鄉立托兒所,o=鄉公所,l=番路鄉,l=嘉義縣,c=TW,,,,,
嘉義縣大埔鄉公所,2.16.886.101.90013.90015.20002,05-2521310-24,嘉義縣大埔鄉大埔村54號,o=鄉公所,l=大埔鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣阿里山鄉公所,2.16.886.101.90013.90016.20002,05-2562547,嘉義縣阿里山鄉樂野村2鄰69號,o=鄉公所,l=阿里山鄉,l=嘉義縣,c=TW,,,,,,
嘉義縣阿里山鄉立托兒所,2.16.886.101.90013.90016.20002.20001,05-2562547,嘉義縣阿里山鄉樂野村2鄰69號,ou=立托兒所,o=鄉公所,l=阿里山鄉,l=嘉義縣,c=TW,,,,,
嘉義縣太保市公所,2.16.886.101.90013.90017.20002,05-3711106,嘉義縣太保市太保里66號,o=市公所,l=太保市,l=嘉義縣,c=TW,,,,,,
嘉義縣朴子市公所,2.16.886.101.90013.90018.20002,05-3795102,嘉義縣朴子市安福里光復路34號,o=市公所,l=朴子市,l=嘉義縣,c=TW,,,,,,
嘉義縣朴子市第一公有零售市場,2.16.886.101.90013.90018.20002.20001,05-3791929,嘉義縣朴子市中正里第1公有0售市場管理員室,ou=第一公有零售市場,o=市公所,l=朴子市,l=嘉義縣,c=TW,,,,,
嘉義縣朴子市第二公有零售市場,2.16.886.101.90013.90018.20002.20002,05-3795964,嘉義縣朴子市安福里光復路34號,ou=第二公有零售市場,o=市公所,l=朴子市,l=嘉義縣,c=TW,,,,,
嘉義縣朴子市清潔隊,2.16.886.101.90013.90018.20002.20003,05-3706495,嘉義縣朴子市安福里光復路34號,ou=清潔隊,o=市公所,l=朴子市,l=嘉義縣,c=TW,,,,,
嘉義縣朴子市立殯儀館,2.16.886.101.90013.90018.20002.20005,05-3793114,嘉義縣朴子市光復新路2號,ou=市立殯儀館,o=市公所,l=朴子市,l=嘉義縣,c=TW,,,,,
嘉義縣朴子市立托兒所,2.16.886.101.90013.90018.20002.20006,05-3705647,嘉義縣朴子市光復路34號,ou=市立托兒所,o=市公所,l=朴子市,l=嘉義縣,c=TW,,,,,
屏東縣政府,2.16.886.101.90019.20002,08-7320415,屏東市自由路527號,o=縣政府,l=屏東縣,c=TW,,,,,,,
屏東縣政府警察局,2.16.886.101.90019.20002.20002,08-7322156,屏東縣屏東市泰安里中正路119號,ou=警察局,o=縣政府,l=屏東縣,c=TW,,,,,,
屏東縣政府警察局保安警察隊,2.16.886.101.90019.20002.20002.20001,08-7336334,屏東縣屏東市泰安里中正路119號,ou=保安警察隊,ou=警察局,o=縣政府,l=屏東縣,c=TW,,,,,
屏東縣政府警察局交通警察隊,2.16.886.101.90019.20002.20002.20003,08-7533110,屏東縣屏東市和生路1段509號,ou=交通警察隊,ou=警察局,o=縣政府,l=屏東縣,c=TW,,,,,
屏東縣政府警察局少年警察隊,2.16.886.101.90019.20002.20002.20005,08-7329595,屏東縣屏東市泰安里中正路119號,ou=少年警察隊,ou=警察局,o=縣政府,l=屏東縣,c=TW,,,,,
屏東縣政府警察局屏東分局,2.16.886.101.90019.20002.20002.20006,08-7322075,屏東縣屏東市武廟里永福路19號,ou=屏東分局,ou=警察局,o=縣政府,l=屏東縣,c=TW,,,,,
